;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-10.766666666666595 -1.5 0.0,4.5 -16.728874039032577 1.5707963267948966,4.5 -25.264140037982715 1.5707963267948966,4.5 -34.535428571117339 1.5707963267948966,4.5 -44.66875261118295 1.5707963267948966,4.5 -54.50999439956402 1.5707963267948966,4.5 -64.32922929661592 1.5707963267948966,4.5 -74.3275686246159 1.5707963267948966,4.5 -84.08512689661592 1.5707963267948966,4.5 -93.21095044728972 1.5707963267948966,4.5 -220.005 1.5707963267948966,4.5 -291.0 1.5707963267948966,118.65146636531591 -1.5 0.0,134.77833333333343 -4.5 0.0,4.5 190.5399281689841 1.5707963267948966,4.5 163.32374450885724 1.5707963267948966,4.5 50.57987310338408 1.5707963267948966,4.5 25.57440673538408 1.5707963267948966,-212.28133021016266 4.5 3.141592653589793,-72.9358981113972 4.5 3.141592653589793,-4.5 -269.65099020051778 -1.5707963267948966,-4.5 -242.4310543687308 -1.5707963267948966,-4.5 -114.27099020051752 -1.5707963267948966,-4.5 -87.13287483974952 -1.5707963267948966,-4.5 -14.99599020051761 -1.5707963267948966,-1.5 14.772222222222183 -1.5707963267948966,-1.5 32.469204444444418 -1.5707963267948966,-1.5 86.68499999999995 -1.5707963267948966,-1.5 131.125 -1.5707963267948966,-1.5 175.565 -1.5707963267948966,-1.5 220.005 -1.5707963267948966,-4.5 18.26840998278857 -1.5707963267948966,-4.5 29.665596014091933 -1.5707963267948966,-4.5 39.846500866702289 -1.5707963267948966,-4.5 48.3793987649519 -1.5707963267948966,-4.5 60.366087909224209 -1.5707963267948966,-4.5 80.80175094560338 -1.5707963267948966,-4.5 120.01499999999999 -1.5707963267948966,-4.5 164.455 -1.5707963267948966,-4.5 208.89499999999999 -1.5707963267948966,-4.5 253.335 -1.5707963267948966,-4.5 291.0 -1.5707963267948966,10.059101888602811 4.5 3.141592653589793,17.55910188860281 4.5 3.141592653589793,25.061776328044574 4.5 3.141592653589793,32.639348802183068 4.5 3.141592653589793,4.5 -6.2369274813066799 1.5707963267948966,2.70796266328294 3.31271986764603 -0.8195845655729757,-4.5 4.141779296721632 -1.5707963267948966,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
-10.766666666666595 -1.5 0.0,4.5 -14.037765960757782 1.5707963267948966,4.5 -24.13667652323238 1.5707963267948966,4.5 -32.79846628004549 1.5707963267948966,4.5 -42.08974564943054 1.5707963267948966,4.5 -52.171759804943068 1.5707963267948966,4.5 -62.01247260392583 1.5707963267948966,4.5 -71.83494377981592 1.5707963267948966,4.5 -81.83059193341592 1.5707963267948966,4.5 -91.61966846821253 1.5707963267948966,4.5 -208.89499999999999 1.5707963267948966,4.5 -284.0 1.5707963267948966,129.76146636531593 -1.5 0.0,145.8883333333334 -4.5 0.0,4.5 201.64992816898408 1.5707963267948966,4.5 174.43221797290796 1.5707963267948966,4.5 61.68987310338408 1.5707963267948966,4.5 35.79859328258408 1.5707963267948966,-223.39133021016267 4.5 3.141592653589793,-84.04589811139718 4.5 3.141592653589793,-4.5 -280.76099020051779 -1.5707963267948966,-4.5 -253.54102870144556 -1.5707963267948966,-4.5 -125.38099020051752 -1.5707963267948966,-4.5 -98.21012098405672 -1.5707963267948966,-4.5 -25.55099020051761 -1.5707963267948966,-1.5 12.222222222222172 -1.5707963267948966,-1.5 27.352183999999967 -1.5707963267948966,-1.5 75.57499999999993 -1.5707963267948966,-1.5 120.01499999999999 -1.5707963267948966,-1.5 164.455 -1.5707963267948966,-1.5 208.89499999999999 -1.5707963267948966,-4.5 14.803302092952379 -1.5707963267948966,-4.5 26.373360021165185 -1.5707963267948966,-4.5 37.41973344962753 -1.5707963267948966,-4.5 47.23796621638104 -1.5707963267948966,-4.5 57.704138195784569 -1.5707963267948966,-4.5 74.54942924464214 -1.5707963267948966,-4.5 108.90499999999997 -1.5707963267948966,-4.5 153.34500000000004 -1.5707963267948966,-4.5 197.78500000000003 -1.5707963267948966,-4.5 242.225 -1.5707963267948966,-4.5 284.0 -1.5707963267948966,10.059101888602811 4.5 3.141592653589793,17.55910188860281 4.5 3.141592653589793,25.05910188860281 4.5 3.141592653589793,32.56177632804457 4.5 3.141592653589793,4.5 -4.2369274813066799 1.5707963267948966,8.211474036377082 -0.9534146424306851 -0.44684246848576406,-4.5 -3.313328502174063 -1.5707963267948966,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-10.766666666666595 -1.5 0.0,4.5 -12.057472492949899 1.5707963267948966,4.5 -21.73279449736981 1.5707963267948966,4.5 -31.597684895085764 1.5707963267948966,4.5 -40.32459848934087 1.5707963267948966,4.5 -49.62315275038756 1.5707963267948966,4.5 -59.67358682694959 1.5707963267948966,4.5 -69.5131364449916 1.5707963267948966,4.5 -79.33810984477111 1.5707963267948966,4.5 -89.32953338845627 1.5707963267948966,4.5 -197.78500000000003 1.5707963267948966,4.5 -275.0 1.5707963267948966,140.8714663653159 -1.5 0.0,17.116466365315909 -1.5 0.0,156.9983333333334 -4.5 0.0,4.5 212.75992816898413 1.5707963267948966,4.5 185.54130205133843 1.5707963267948966,4.5 72.79987310338407 1.5707963267948966,4.5 46.37710521090408 1.5707963267948966,-234.50133021016269 4.5 3.141592653589793,-95.15589811139718 4.5 3.141592653589793,-4.5 -291.8709902005178 -1.5707963267948966,-4.5 -264.65101330107447 -1.5707963267948966,-4.5 -136.4909902005175 -1.5707963267948966,-4.5 -109.30046867064104 -1.5707963267948966,-4.5 -36.66099020051761 -1.5707963267948966,-4.5 -12.31939318151148 -1.5707963267948966,-1.5 10.947222222222195 -1.5707963267948966,-1.5 23.303603377777735 -1.5707963267948966,-1.5 64.46499999999992 -1.5707963267948966,-1.5 108.90499999999997 -1.5707963267948966,-1.5 153.34500000000004 -1.5707963267948966,-1.5 197.78500000000003 -1.5707963267948966,-4.5 12.493230166394938 -1.5707963267948966,-4.5 23.138260616034928 -1.5707963267948966,-4.5 34.34273687965725 -1.5707963267948966,-4.5 45.008119990604317 -1.5707963267948966,-4.5 55.60209352254043 -1.5707963267948966,-4.5 69.99699727991552 -1.5707963267948966,-4.5 98.01331003739733 -1.5707963267948966,-4.5 142.235 -1.5707963267948966,-4.5 186.675 -1.5707963267948966,-4.5 231.115 -1.5707963267948966,-4.5 275.0 -1.5707963267948966,-4.5 299.0 -1.5707963267948966,10.059101888602811 4.5 3.141592653589793,17.55910188860281 4.5 3.141592653589793,25.05910188860281 4.5 3.141592653589793,32.55910188860281 4.5 3.141592653589793,4.5 -4.2369274813066799 1.5707963267948966,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-10.766666666666595 -1.5 0.0,4.5 -11.73763003554069 1.5707963267948966,4.5 -19.715362621268129 1.5707963267948966,4.5 -29.352221108532775 1.5707963267948966,4.5 -39.078396285888349 1.5707963267948966,4.5 -47.84232418832755 1.5707963267948966,4.5 -57.143691785413697 1.5707963267948966,4.5 -67.17470093404927 1.5707963267948966,4.5 -77.01327673648308 1.5707963267948966,4.5 -86.83888195317664 1.5707963267948966,4.5 -186.675 1.5707963267948966,4.5 -264.445 1.5707963267948966,4.5 -299.0 1.5707963267948966,151.9814663653159 -1.5 0.0,27.671466365315909 -1.5 0.0,168.1083333333334 -4.5 0.0,4.5 223.86992816898414 1.5707963267948966,4.5 196.65075249839669 1.5707963267948966,4.5 83.90987310338409 1.5707963267948966,4.5 57.168212367896078 1.5707963267948966,-245.6113302101627 4.5 3.141592653589793,-106.26589811139718 4.5 3.141592653589793,-4.5 -275.76100406085177 -1.5707963267948966,-4.5 -147.60099020051752 -1.5707963267948966,-4.5 -120.39867728259164 -1.5707963267948966,-4.5 -47.770990200517619 -1.5707963267948966,-4.5 -22.27803198911393 -1.5707963267948966,-1.5 10.309722222222206 -1.5707963267948966,-1.5 20.66076703999994 -1.5707963267948966,-1.5 53.354999999999908 -1.5707963267948966,-1.5 97.79499999999996 -1.5707963267948966,-1.5 142.235 -1.5707963267948966,-1.5 186.675 -1.5707963267948966,-4.5 11.10718701046045 -1.5707963267948966,-4.5 20.603239546582019 -1.5707963267948966,-4.5 31.26010641804436 -1.5707963267948966,-4.5 42.12656743223141 -1.5707963267948966,-4.5 52.91853486461065 -1.5707963267948966,-4.5 66.30870430061316 -1.5707963267948966,-4.5 89.1641501410345 -1.5707963267948966,-4.5 131.125 -1.5707963267948966,-4.5 175.565 -1.5707963267948966,-4.5 220.005 -1.5707963267948966,-4.5 264.445 -1.5707963267948966,-4.5 296.0 -1.5707963267948966,10.059101888602811 4.5 3.141592653589793,17.55910188860281 4.5 3.141592653589793,25.05910188860281 4.5 3.141592653589793,32.55910188860281 4.5 3.141592653589793,4.5 -3.2369274813066797 1.5707963267948966,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-10.766666666666595 -1.5 0.0,4.5 -10.718649746753727 1.5707963267948966,4.5 -19.60709094224967 1.5707963267948966,4.5 -27.291423670764119 1.5707963267948966,4.5 -36.924795922998217 1.5707963267948966,4.5 -46.56800232898661 1.5707963267948966,4.5 -55.3538093444605 1.5707963267948966,4.5 -64.65631826628786 1.5707963267948966,4.5 -74.67537489015456 1.5707963267948966,4.5 -84.51331145009144 1.5707963267948966,4.5 -175.565 1.5707963267948966,4.5 -253.335 1.5707963267948966,4.5 -296.0 1.5707963267948966,163.0914663653159 -1.5 0.0,38.78146636531591 -1.5 0.0,179.21833333333343 -4.5 0.0,4.5 234.97992816898415 1.5707963267948966,4.5 207.76042276663169 1.5707963267948966,4.5 95.01987310338409 1.5707963267948966,4.5 68.08687666209129 1.5707963267948966,-256.7213302101627 4.5 3.141592653589793,-117.37589811139718 4.5 3.141592653589793,-4.5 -286.87100059576826 -1.5707963267948966,-4.5 -158.71099020051754 -1.5707963267948966,-4.5 -131.501602449762 -1.5707963267948966,-4.5 -58.88099020051761 -1.5707963267948966,-4.5 -32.697215273675407 -1.5707963267948966,-1.5 10.097222222222229 -1.5707963267948966,-1.5 18.793916380444388 -1.5707963267948966,-1.5 43.81401171199991 -1.5707963267948966,-1.5 86.68499999999995 -1.5707963267948966,-1.5 131.125 -1.5707963267948966,-1.5 175.565 -1.5707963267948966,-4.5 10.414165432493235 -1.5707963267948966,-4.5 18.75740548365019 -1.5707963267948966,-4.5 28.599877334000838 -1.5707963267948966,-4.5 39.18119111540875 -1.5707963267948966,-4.5 50.025437379984399 -1.5707963267948966,-4.5 62.61687165890072 -1.5707963267948966,-4.5 82.31648659241759 -1.5707963267948966,-4.5 120.01499999999999 -1.5707963267948966,-4.5 164.455 -1.5707963267948966,-4.5 208.89499999999999 -1.5707963267948966,-4.5 253.335 -1.5707963267948966,-4.5 291.0 -1.5707963267948966,10.059101888602811 4.5 3.141592653589793,17.55910188860281 4.5 3.141592653589793,25.05910188860281 4.5 3.141592653589793,32.55910188860281 4.5 3.141592653589793,4.5 -0.2369274813066795 1.5707963267948966,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-10.766666666666595 -1.5 0.0,4.5 -10.292483036862223 1.5707963267948966,4.5 -18.60709094224967 1.5707963267948966,4.5 -27.10709094224967 1.5707963267948966,4.5 -34.84366901963182 1.5707963267948966,4.5 -44.468866861961888 1.5707963267948966,4.5 -54.06210805913224 1.5707963267948966,4.5 -62.86108674390388 1.5707963267948966,4.5 -72.16407570705559 1.5707963267948966,4.5 -82.17578026217734 1.5707963267948966,4.5 -164.455 1.5707963267948966,4.5 -242.225 1.5707963267948966,4.5 -291.0 1.5707963267948966,174.20146636531593 -1.5 0.0,49.89146636531591 -1.5 0.0,190.32833333333344 -4.5 0.0,4.5 246.08992816898417 1.5707963267948966,4.5 218.87022492757266 1.5707963267948966,4.5 106.12987310338409 1.5707963267948966,4.5 79.0820752386084 1.5707963267948966,-267.8313302101627 4.5 3.141592653589793,-128.48589811139716 4.5 3.141592653589793,-4.5 -297.98100059576827 -1.5707963267948966,-4.5 -169.82099020051755 -1.5707963267948966,-4.5 -142.6073575500642 -1.5707963267948966,-4.5 -69.99099020051762 -1.5707963267948966,-4.5 -43.39272524441229 -1.5707963267948966,-1.5 10.097222222222229 -1.5707963267948966,-1.5 17.66162786836162 -1.5707963267948966,-1.5 36.9674309731555 -1.5707963267948966,-1.5 75.57499999999993 -1.5707963267948966,-1.5 120.01499999999999 -1.5707963267948966,-1.5 164.455 -1.5707963267948966,-4.5 10.183158239837497 -1.5707963267948966,-4.5 17.89788711539103 -1.5707963267948966,-4.5 26.456600785496563 -1.5707963267948966,-4.5 36.47364923259272 -1.5707963267948966,-4.5 47.11085350919012 -1.5707963267948966,-4.5 59.16142548182617 -1.5707963267948966,-4.5 76.32944027204926 -1.5707963267948966,-4.5 108.90499999999997 -1.5707963267948966,-4.5 153.34500000000004 -1.5707963267948966,-4.5 197.78500000000003 -1.5707963267948966,-4.5 242.225 -1.5707963267948966,-4.5 284.0 -1.5707963267948966,10.059101888602811 4.5 3.141592653589793,17.55910188860281 4.5 3.141592653589793,25.05910188860281 4.5 3.141592653589793,32.55910188860281 4.5 3.141592653589793,4.5 4.7630725186933209 1.5707963267948966,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-10.766666666666595 -1.5 0.0,4.5 -10.292483036862223 1.5707963267948966,4.5 -18.162646497805214 1.5707963267948966,4.5 -26.10709094224967 1.5707963267948966,4.5 -34.60709094224967 1.5707963267948966,4.5 -42.37732284903342 1.5707963267948966,4.5 -51.995640069295379 1.5707963267948966,4.5 -61.55865919633791 1.5707963267948966,4.5 -70.36564145057415 1.5707963267948966,4.5 -79.66883860350885 1.5707963267948966,4.5 -153.34500000000004 1.5707963267948966,4.5 -231.115 1.5707963267948966,4.5 -284.0 1.5707963267948966,185.31146636531595 -1.5 0.0,61.001466365315909 -1.5 0.0,201.43833333333346 -4.5 0.0,4.5 257.1999281689842 1.5707963267948966,4.5 229.98010622413725 1.5707963267948966,4.5 117.23987310338409 1.5707963267948966,4.5 90.12319438451866 1.5707963267948966,4.5 11.76307251869332 1.5707963267948966,-278.94133021016276 4.5 3.141592653589793,-139.59589811139717 4.5 3.141592653589793,-4.5 -180.93099020051757 -1.5707963267948966,-4.5 -153.71481061024555 -1.5707963267948966,-4.5 -81.1009902005176 -1.5707963267948966,-4.5 -54.254031226854419 -1.5707963267948966,-1.5 10.097222222222229 -1.5707963267948966,-1.5 17.59722222222223 -1.5707963267948966,-1.5 32.161510474173727 -1.5707963267948966,-1.5 64.46499999999992 -1.5707963267948966,-1.5 108.90499999999997 -1.5707963267948966,-1.5 153.34500000000004 -1.5707963267948966,-4.5 10.183158239837497 -1.5707963267948966,-4.5 17.686171500921718 -1.5707963267948966,-4.5 25.399380869741607 -1.5707963267948966,-4.5 34.151027610915779 -1.5707963267948966,-4.5 44.3558718195836 -1.5707963267948966,-4.5 55.866452379868949 -1.5707963267948966,-4.5 71.27746514920386 -1.5707963267948966,-4.5 98.46577643110286 -1.5707963267948966,-4.5 142.235 -1.5707963267948966,-4.5 186.675 -1.5707963267948966,-4.5 231.115 -1.5707963267948966,-4.5 275.0 -1.5707963267948966,-4.5 299.0 -1.5707963267948966,10.059101888602811 4.5 3.141592653589793,17.55910188860281 4.5 3.141592653589793,25.05910188860281 4.5 3.141592653589793,32.55910188860281 4.5 3.141592653589793,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-10.766666666666595 -1.5 0.0,4.5 -10.292483036862223 1.5707963267948966,4.5 -17.83902895437916 1.5707963267948966,4.5 -25.662646497805214 1.5707963267948966,4.5 -33.60709094224967 1.5707963267948966,4.5 -42.10709094224967 1.5707963267948966,4.5 -49.898424150279797 1.5707963267948966,4.5 -59.51191359642425 1.5707963267948966,4.5 -69.05660237805611 1.5707963267948966,4.5 -77.86847142033062 1.5707963267948966,4.5 -142.235 1.5707963267948966,4.5 -220.005 1.5707963267948966,4.5 -275.0 1.5707963267948966,4.5 -299.0 1.5707963267948966,196.42146636531596 -1.5 0.0,72.1114663653159 -1.5 0.0,212.54833333333347 -4.5 0.0,4.5 268.3099281689842 1.5707963267948966,4.5 241.090035002076 1.5707963267948966,4.5 128.34987310338409 1.5707963267948966,4.5 101.19186587206484 1.5707963267948966,4.5 20.76307251869332 1.5707963267948966,-290.05133021016277 4.5 3.141592653589793,-150.70589811139718 4.5 3.141592653589793,-4.5 -192.04099020051758 -1.5707963267948966,-4.5 -164.82328244635435 -1.5707963267948966,-4.5 -92.2109902005176 -1.5707963267948966,-4.5 -65.21481481631969 -1.5707963267948966,-1.5 10.097222222222229 -1.5707963267948966,-1.5 17.59722222222223 -1.5707963267948966,-1.5 29.081455994901036 -1.5707963267948966,-1.5 54.50410526595226 -1.5707963267948966,-1.5 97.79499999999996 -1.5707963267948966,-1.5 142.235 -1.5707963267948966,-4.5 10.183158239837497 -1.5707963267948966,-4.5 17.683158239837498 -1.5707963267948966,-4.5 25.185471119280807 -1.5707963267948966,-4.5 32.90874483464364 -1.5707963267948966,-4.5 41.895881825366988 -1.5707963267948966,-4.5 52.81922210030362 -1.5707963267948966,-4.5 66.80546582525608 -1.5707963267948966,-4.5 89.65750658298453 -1.5707963267948966,-4.5 131.125 -1.5707963267948966,-4.5 175.565 -1.5707963267948966,-4.5 220.005 -1.5707963267948966,-4.5 264.445 -1.5707963267948966,-4.5 296.0 -1.5707963267948966,17.55910188860281 4.5 3.141592653589793,25.05910188860281 4.5 3.141592653589793,32.55910188860281 4.5 3.141592653589793,9.059101888602811 4.5 3.141592653589793,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-10.766666666666595 -1.5 0.0,1.5 -299.0 1.5707963267948966,4.5 -17.792483036862224 1.5707963267948966,4.5 -25.33902895437916 1.5707963267948966,4.5 -33.16264649780521 1.5707963267948966,4.5 -41.10709094224967 1.5707963267948966,4.5 -49.6070909422497 1.5707963267948966,4.5 -57.41147998382246 1.5707963267948966,4.5 -67.0218094508543 1.5707963267948966,4.5 -76.55536149994529 1.5707963267948966,4.5 -131.125 1.5707963267948966,4.5 -208.89499999999999 1.5707963267948966,4.5 -264.445 1.5707963267948966,4.5 -296.0 1.5707963267948966,207.53146636531597 -1.5 0.0,83.2214663653159 -1.5 0.0,223.65833333333348 -4.5 0.0,4.5 279.4199281689842 1.5707963267948966,4.5 252.1999922688393 1.5707963267948966,4.5 139.4598731033841 1.5707963267948966,4.5 112.27706876459254 1.5707963267948966,4.5 31.31807251869332 1.5707963267948966,-161.8158981113972 4.5 3.141592653589793,-4.5 -203.15099020051759 -1.5707963267948966,-4.5 -175.93236554801963 -1.5707963267948966,-4.5 -103.3209902005176 -1.5707963267948966,-4.5 -76.23528496999885 -1.5707963267948966,-1.5 10.097222222222229 -1.5707963267948966,-1.5 17.59722222222223 -1.5707963267948966,-1.5 27.10377338168405 -1.5707963267948966,-1.5 47.095202712632218 -1.5707963267948966,-1.5 86.68499999999995 -1.5707963267948966,-1.5 131.125 -1.5707963267948966,-4.5 10.183158239837497 -1.5707963267948966,-4.5 17.683158239837498 -1.5707963267948966,-4.5 25.183158239837498 -1.5707963267948966,-4.5 32.683382508257299 -1.5707963267948966,-4.5 40.43720222173454 -1.5707963267948966,-4.5 50.075336048555389 -1.5707963267948966,-4.5 62.88647608823851 -1.5707963267948966,-4.5 82.48954451993771 -1.5707963267948966,-4.5 120.01499999999999 -1.5707963267948966,-4.5 164.455 -1.5707963267948966,-4.5 208.89499999999999 -1.5707963267948966,-4.5 253.335 -1.5707963267948966,-4.5 291.0 -1.5707963267948966,16.55910188860281 4.5 3.141592653589793,25.05910188860281 4.5 3.141592653589793,32.55910188860281 4.5 3.141592653589793,4.5 -9.292483036862223 1.5707963267948966,6.059101888602811 4.5 3.141592653589793,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
-10.766666666666595 -1.5 0.0,1.5 -296.0 1.5707963267948966,4.5 -16.792483036862224 1.5707963267948966,4.5 -25.292483036862224 1.5707963267948966,4.5 -32.83902895437916 1.5707963267948966,4.5 -40.66264649780521 1.5707963267948966,4.5 -48.6070909422497 1.5707963267948966,4.5 -57.1070909422497 1.5707963267948966,4.5 -64.91950050748645 1.5707963267948966,4.5 -74.52782907660463 1.5707963267948966,4.5 -120.01499999999999 1.5707963267948966,4.5 -197.78500000000003 1.5707963267948966,4.5 -253.335 1.5707963267948966,4.5 -291.0 1.5707963267948966,218.64146636531599 -1.5 0.0,94.33146636531592 -1.5 0.0,234.7683333333335 -4.5 0.0,4.5 290.5299281689842 1.5707963267948966,4.5 263.30996662889728 1.5707963267948966,4.5 150.5698731033841 1.5707963267948966,4.5 123.37219050010916 1.5707963267948966,4.5 42.42807251869332 1.5707963267948966,-172.9258981113972 4.5 3.141592653589793,-4.5 -214.2609902005176 -1.5707963267948966,-4.5 -187.0418154090188 -1.5707963267948966,-4.5 -114.4309902005176 -1.5707963267948966,-4.5 -87.29156706220634 -1.5707963267948966,-1.5 10.097222222222229 -1.5707963267948966,-1.5 17.59722222222223 -1.5707963267948966,-1.5 25.69668944054274 -1.5707963267948966,-1.5 41.789338445630168 -1.5707963267948966,-1.5 75.57499999999993 -1.5707963267948966,-1.5 120.01499999999999 -1.5707963267948966,-4.5 10.183158239837497 -1.5707963267948966,-4.5 17.683158239837498 -1.5707963267948966,-4.5 25.183158239837498 -1.5707963267948966,-4.5 32.683158239837499 -1.5707963267948966,-4.5 40.390447955578228 -1.5707963267948966,-4.5 48.18538788672373 -1.5707963267948966,-4.5 59.44826359906946 -1.5707963267948966,-4.5 76.51431366506037 -1.5707963267948966,-4.5 108.90499999999997 -1.5707963267948966,-4.5 153.34500000000004 -1.5707963267948966,-4.5 197.78500000000003 -1.5707963267948966,-4.5 242.225 -1.5707963267948966,-4.5 284.0 -1.5707963267948966,13.859101888602823 4.5 3.141592653589793,24.05910188860281 4.5 3.141592653589793,32.55910188860281 4.5 3.141592653589793,4.5 -6.292483036862222 1.5707963267948966,1.059101888602811 4.5 3.141592653589793,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
